track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Beautiful Day (Thank You for Sunshine),Prinz,spotify:track:1wNlxeNoKgMK3pAuZCHDcJ,0.843,0.564,0,-8.673,1,0.21,0.0874,0,0.104,0.618,142.086,110070,4,40.10604,5
